date, pm25, pm10, o3, no2, so2, co
2018/5/14, 14, 58, , , , 
2018/5/15, 14, 49, , , , 
2018/5/16, 26, 57, , , , 
2018/5/17, 31, 61, , , , 
2018/5/18, 35, 69, , , , 
2018/5/19, 51, 66, , , , 
2018/5/20, 32, 57, , , , 
2018/5/21, 34, 52, , , , 
2018/5/22, 18, 49, , , , 
2018/5/23, 20, 58, , , , 
2018/5/24, 29, 56, , , , 
2018/5/25, 23, 59, , , , 
2018/5/26, 30, 57, , , , 
2018/5/27, 27, 46, , , , 
2018/5/31, 1, 69, , , , 
2018/6/1, 32, 78, , , , 
2018/6/14, 19, 55, , , , 
2018/6/15, 53, 51, , , , 
2018/6/16, 21, , , , , 
2018/6/17, 67, , , , , 
2018/6/18, 67, 50, , , , 
2018/6/19, 45, 40, , , , 
2018/6/20, 21, 45, , , , 
2018/6/21, 20, 92, , , , 
2018/6/22, 13, 56, , , , 
2018/6/23, 32, , , , , 
2018/6/26, 1, 55, , , , 
2018/6/27, 21, 65, , , , 
2018/6/28, 25, 72, , , , 
2018/1/5, 26, 79, , , , 
2018/1/6, 23, 114, , , , 
2018/1/7, 37, 68, , , , 
2018/1/8, 34, 73, , , , 
2018/1/9, 22, 112, , , , 
2018/1/10, 38, 113, , , , 
2018/1/11, 42, 126, , , , 
2018/1/12, 31, 65, , , , 
2018/1/13, 29, 63, , , , 
2018/1/14, 26, 46, , , , 
2018/1/15, 13, 72, , , , 
2018/1/16, 30, 52, , , , 
2018/1/17, 12, 24, , , , 
2018/1/18, 16, 37, , , , 
2018/1/19, 19, 57, , , , 
2018/1/20, 30, 87, , , , 
2018/1/21, 38, 59, , , , 
2018/1/22, 24, 84, , , , 
2018/1/23, 24, 69, , , , 
2018/1/24, 32, 54, , , , 
2018/1/25, 20, 30, , , , 
2018/1/26, 6, 93, , , , 1
2018/1/27, 39, 52, , , , 
2018/1/28, 27, 26, , , , 
2018/1/29, 11, 51, , , , 
2018/1/30, 19, 67, , , , 
2018/1/31, 32, 79, , , , 
2018/2/1, 39, 138, , , , 1
2018/2/2, 37, 57, , , , 
2018/2/3, 19, 70, , , , 
2018/2/4, 38, , , , , 1
2018/2/5, 45, , , , , 2
2018/2/6, 28, 143, , , , 1
2018/2/7, 41, 96, , , , 1
2018/2/8, 47, 53, , , , 3
2018/2/9, 24, 72, , , , 2
2018/2/10, 31, 98, , , , 4
2018/2/11, 33, 78, , , , 41
2018/2/12, 23, 36, , , , 
