FECHA,PARAM,NE,CE,NO2,SE3,SO2,N2,N,SE2,SUR,NE2,NO,SE,SO
2017-12-08,CO, 1, 1,,, 1,,, 1,,,, 1, 1
2017-12-08,PM10, 13, 19, 15,, 25,, 11, 23,, 20, 25, 23, 23
2017-12-08,PM25,, 4,,,,,,,, 8,, 4, 8
2017-12-08,SO2,,,,,,,,,,,,,
2017-12-08,NO2,,,,,,,,,,,,,
2017-12-09,O3,,,,,,,,,,,,,
2017-12-09,CO, 1, 1,,, 1,,, 2,,,, 1, 1
2017-12-09,PM10, 16, 17, 27,, 27,, 14, 28,, 34, 37, 31, 34
2017-12-09,PM25,, 6,,,,,,,, 13,, 4, 29
2017-12-09,SO2,,,,,,,,,,,,,
2017-12-09,NO2,,,,,,,,,,,,,
2017-12-10,O3,,,,,,,,,,,,,
2017-12-10,CO, 1, 1,,, 1,,, 2,,,, 1, 1
2017-12-10,PM10, 36, 26, 44,, 42,, 20, 66,, 36, 46, 45, 45
2017-12-10,PM25,, 6,,,,,, 2,, 20,, 6, 27
2017-12-10,SO2,,,,,,,,,,,,,
2017-12-10,NO2,,,,,,,,,,,,,
2017-12-11,O3,,,,,,,,,,,,,
2017-12-11,CO, 2, 2, 1,, 1,, 1, 2,, 1,, 1, 2
2017-12-11,PM10, 79, 48, 90,, 20,, 23, 111,, 136, 58, 62, 47
2017-12-11,PM25,, 17,,,,,,,, 19,, 17, 51
2017-12-11,SO2,,,,,,,,,,,,,
2017-12-11,NO2,,,,,,,,,,,,,
2017-12-12,O3,,,,,,,,,,,,,
2017-12-12,CO, 3, 2, 1,, 1,, 1, 3,,, 1, 1, 2
2017-12-12,PM10, 143, 68, 136,, 80,, 68, 200,, 124, 151, 60, 115
2017-12-12,PM25,, 20,,,,,,,, 44,, 17, 79
2017-12-12,SO2,,,,,,,,,,,,,
2017-12-12,NO2,,,,,,,,,,,,,
2017-12-13,O3,,,,,,,,,,,,,
2017-12-13,CO, 2, 2, 1,, 1,, 1, 2,,,, 1, 2
2017-12-13,PM10, 108, 71, 113,, 61,, 55, 117,, 115, 110, 69, 111
2017-12-13,PM25,, 16,,,,,, 3,, 28,, 12, 16
2017-12-13,SO2,,,,,,,,,,,,,
2017-12-13,NO2,,,,,,,,,,,,,
2017-12-14,O3,,,,,,,,,,,,,
2017-12-14,CO, 2, 2, 1,, 1,, 1, 3,,, 1, 1, 2
2017-12-14,PM10, 119, 67, 155,, 70,, 85, 168,, 141, 133, 70, 135
2017-12-14,PM25,, 18, 1,,,,, 3,, 37,, 15, 21
2017-12-14,SO2,,,,,,,,,,,,,
2017-12-14,NO2,,,,,,,,,,,,,
2017-12-15,O3,,,,,,,,,,,,,
2017-12-15,CO, 3, 2, 1,, 1,,, 3,,, 1, 1, 3
2017-12-15,PM10, 168, 95, 136,, 87,, 79, 194,, 17, 143, 23, 151
2017-12-15,PM25,, 24,,,,,,,, 41,, 18, 22
2017-12-15,SO2,,,,,,,,,,,,,
2017-12-15,NO2,,,,,,,,,,,,,
2017-12-16,O3,,,,,,,,,,,,,
2017-12-16,CO, 1, 2,,, 2,, 1, 2,,,, 1, 2
2017-12-16,PM10, 19, 24, 26,, 29,, 8, 18,, 65, 25, 82, 72
2017-12-16,PM25, 1, 11, 1,,,,, 4,, 11, 1, 7, 27
2017-12-16,SO2,,,,,,,,,,,,,
2017-12-16,NO2,,,,,,,,,,,,,
2017-12-17,O3,,,,,,,,,,,,,
2017-12-17,CO, 2, 2, 1,, 2,, 2, 2,,, 1, 2, 2
2017-12-17,PM10, 75, 75, 61,, 83,, 28, 65,, 78, 78, 144, 83
2017-12-17,PM25,, 35,,,,,,,, 35,, 33,
2017-12-17,SO2,,,,,,,,,,,,,
2017-12-17,NO2,,,,,,,,,,,,,
2017-12-18,O3,,,,,,,,,,,,,
2017-12-18,CO, 2, 3, 1,, 2,, 1, 3,,, 2, 1, 3
2017-12-18,PM10, 125, 144, 130,, 137,, 69, 103,, 104, 161, 105, 146
2017-12-18,PM25,, 68,,,,,, 5,, 49,, 62,
2017-12-18,SO2,,,,,,,,,,,,,
2017-12-18,NO2,,,,,,,,,,,,,
2017-12-19,O3,,,,,,,,,,,,,
2017-12-19,CO, 2, 2, 1,, 2,, 1, 2,,, 1, 2, 3
2017-12-19,PM10, 101, 116, 117,, 164,, 66, 72,, 106, 143, 116, 218
2017-12-19,PM25,, 53,,,,,, 4,, 54,, 42,
2017-12-19,SO2,,,,,,,,,,,,,
2017-12-19,NO2,,,,,,,,,,,,,
2017-12-20,O3,,,,,,,,,,,,,
2017-12-20,CO, 2, 3, 1,, 2,, 1, 3,,, 1, 1, 3
2017-12-20,PM10, 157, 156, 133,, 181,, 108, 107,, 117, 197, 57, 227
2017-12-20,PM25,, 72,,,,,,,, 52,, 47,
2017-12-20,SO2,,,,,,,,,,,,,
2017-12-20,NO2,,,,,,,,,,,,,
2017-12-21,O3,,,,,,,,,,,,,
2017-12-21,CO, 2, 2,,,,,, 2,,, 2,, 3
2017-12-21,PM10, 102, 106, 117,, 96,, 63, 120,,, 193,, 145
2017-12-21,PM25,, 24,,,,,,,, 52,, 15,
2017-12-21,SO2,,,,,,,,,,,,,
2017-12-21,NO2,,,,,,,,,,,,,
2017-12-22,O3,,,,,,,,,,,,,
2017-12-22,CO,,,,,,,,,,,,,
2017-12-22,PM10,,,,,,,,,,,,,
2017-12-22,PM25,,,,,,,,,,,,,
2017-12-22,SO2,,,,,,,,,,,,,
2017-12-22,NO2,,,,,,,,,,,,,
2017-12-23,O3,,,,,,,,,,,,,
2017-12-23,CO,,,,,,,,,,,,,
2017-12-23,PM10,,,,,,,,,,,,,
2017-12-23,PM25,,,,,,,,,,,,,
2017-12-23,SO2,,,,,,,,,,,,,
2017-12-23,NO2,,,,,,,,,,,,,
2017-12-24,O3,,,,,,,,,,,,,
2017-12-24,CO,,,,,,,,,,,,,
2017-12-24,PM10,,,,,,,,,,,,,
2017-12-24,PM25,,,,,,,,,,,,,
2017-12-24,SO2,,,,,,,,,,,,,
2017-12-24,NO2,,,,,,,,,,,,,
2017-12-25,O3,,,,,,,,,,,,,
2017-12-25,CO,,,,,,,,,,,,,
2017-12-25,PM10,,,,,,,,,,,,,
2017-12-25,PM25,,,,,,,,,,,,,
2017-12-25,SO2,,,,,,,,,,,,,
2017-12-25,NO2,,,,,,,,,,,,,
2017-12-26,O3,,,,,,,,,,,,,
2017-12-26,CO,,,,,,,,,,,,,
2017-12-26,PM10,,,,,,,,,,,,,
2017-12-26,PM25,,,,,,,,,,,,,
2017-12-26,SO2,,,,,,,,,,,,,
2017-12-26,NO2,,,,,,,,,,,,,
2017-12-27,O3,,,,,,,,,,,,,
2017-12-27,CO,,,,,,,,,,,,,
2017-12-27,PM10,,,,,,,,,,,,,
2017-12-27,PM25,,,,,,,,,,,,,
2017-12-27,SO2,,,,,,,,,,,,,
2017-12-27,NO2,,,,,,,,,,,,,
2017-12-28,O3,,,,,,,,,,,,,
2017-12-28,CO,,,,,,,,,,,,,
2017-12-28,PM10,,,,,,,,,,,,,
2017-12-28,PM25,,,,,,,,,,,,,
2017-12-28,SO2,,,,,,,,,,,,,
2017-12-28,NO2,,,,,,,,,,,,,
2017-12-29,O3,,,,,,,,,,,,,
2017-12-29,CO,,,,,,,,,,,,,
2017-12-29,PM10,,,,,,,,,,,,,
2017-12-29,PM25,,,,,,,,,,,,,
2017-12-29,SO2,,,,,,,,,,,,,
2017-12-29,NO2,,,,,,,,,,,,,
2017-12-30,O3,,,,,,,,,,,,,
2017-12-30,CO,,,,,,,,,,,,,
2017-12-30,PM10,,,,,,,,,,,,,
2017-12-30,PM25,,,,,,,,,,,,,
2017-12-30,SO2,,,,,,,,,,,,,
2017-12-30,NO2,,,,,,,,,,,,,
2017-12-31,O3,,,,,,,,,,,,,
2017-12-31,CO,,,,,,,,,,,,,
2017-12-31,PM10,,,,,,,,,,,,,
2017-12-31,PM25,,,,,,,,,,,,,
2017-12-31,SO2,,,,,,,,,,,,,
2017-12-31,NO2,,,,,,,,,,,,,
2018-01-01,O3,,,,,,,,,,,,,
2018-01-01,CO,,,,,,,,,,,,,
2018-01-01,PM10,,,,,,,,,,,,,
2018-01-01,PM25,,,,,,,,,,,,,
2018-01-01,SO2,,,,,,,,,,,,,
2018-01-01,NO2,,,,,,,,,,,,,
2018-01-02,O3,,,,,,,,,,,,,
2018-01-02,CO,,,,,,,,,,,,,
2018-01-02,PM10,,,,,,,,,,,,,
2018-01-02,PM25,,,,,,,,,,,,,
2018-01-02,SO2,,,,,,,,,,,,,
2018-01-02,NO2,,,,,,,,,,,,,
2018-01-03,O3,,,,,,,,,,,,,
2018-01-03,CO,,,,,,,,,,,,,
2018-01-03,PM10,,,,,,,,,,,,,
2018-01-03,PM25,,,,,,,,,,,,,
2018-01-03,SO2,,,,,,,,,,,,,
2018-01-03,NO2,,,,,,,,,,,,,
2018-01-04,O3,,,,,,,,,,,,,
2018-01-04,CO, 2, 2, 1,, 1,, 1,,,,, 1, 2
2018-01-04,PM10,, 21,,,,,,,, 80,, 18,
2018-01-04,PM25,,,,,,,,,,,,,
2018-01-04,SO2,,,,,,,,,,,,,
2018-01-04,NO2,,,,,,,,,,,,,
2018-01-05,O3,,,,,,,,,,,,,
2018-01-05,CO, 2, 2, 1,, 1,, 1, 3,,,, 1, 2
2018-01-05,PM10, 60, 51, 53,, 32,, 38, 147,, 79, 60, 52, 26
2018-01-05,PM25,, 4,,,,,,,, 26,, 8,
2018-01-05,SO2,,,,,,,,,,,,,
2018-01-05,NO2,,,,,,,,,,,,,
2018-01-06,O3,,,,,,,,,,,,,
2018-01-06,CO, 2, 2, 1,, 2,, 1, 3,,, 1, 1, 3
2018-01-06,PM10, 70, 97, 84,, 64,, 42, 99,, 114, 82, 74, 90
2018-01-06,PM25,, 20,,,,,,,, 23,, 14,
2018-01-06,SO2,,,,,,,,,,,,,
2018-01-06,NO2,,,,,,,,,,,,,
2018-01-07,O3,,,,,,,,,,,,,
2018-01-07,CO, 2, 2, 1,, 2,, 1, 3,,, 1, 2, 3
2018-01-07,PM10, 128, 88, 121,, 100,, 55, 156,, 68, 149, 93, 142
2018-01-07,PM25,, 30,,,,,,,, 37,, 23,
2018-01-07,SO2,,,,,,,,,,,,,
2018-01-07,NO2,,,,,,,,,,,,,
2018-01-08,O3,,,,,,,,,,,,,
2018-01-08,CO, 2, 2, 1,, 2,, 1, 3,,, 1, 1, 3
2018-01-08,PM10, 103, 77, 114,, 93,, 64, 121,, 73, 174, 69, 115
2018-01-08,PM25,, 40,,,,,,,, 34,, 33,
2018-01-08,SO2,,,,,,,,,,,,,
2018-01-08,NO2,,,,,,,,,,,,,
2018-01-09,O3,,,,,,,,,,,,,
2018-01-09,CO, 2, 2, 1,, 1,, 1, 3,,, 1, 1, 3
2018-01-09,PM10, 74, 72, 126,, 85,, 57, 92,, 112, 123, 49, 97
2018-01-09,PM25,, 17,,,,,,,, 22,, 13,
2018-01-09,SO2,,,,,,,,,,,,,
2018-01-09,NO2,,,,,,,,,,,,,
2018-01-10,O3,,,,,,,,,,,,,
2018-01-10,CO, 2, 2, 1,, 2,, 1, 3,,, 1, 2, 3
2018-01-10,PM10, 103, 109, 130,, 75,, 55, 129,, 113, 161, 82, 141
2018-01-10,PM25,, 16,,,,,,,, 38,, 10,
2018-01-10,SO2,,,,,,,,,,,,,
2018-01-10,NO2,,,,,,,,,,,,,
2018-01-11,O3,,,,,,,,,,,,,
2018-01-11,CO, 2, 2,,, 1,, 1, 3,,,, 1, 3
2018-01-11,PM10, 127, 107, 171,, 86,, 60, 170,, 126, 180, 105, 169
2018-01-11,PM25,, 33,,,,,,,, 42,, 19,
2018-01-11,SO2,,,,,,,,,,,,,
2018-01-11,NO2,,,,,,,,,,,,,
2018-01-12,O3,,,,,,,,,,,,,
2018-01-12,CO, 2, 2,,, 1,, 1, 3,,,, 1, 2
2018-01-12,PM10, 152, 53, 128,, 114,, 90, 135,, 65, 168, 59, 175
2018-01-12,PM25,, 19,,,,,,,, 31,, 18,
2018-01-12,SO2,,,,,,,,,,,,,
2018-01-12,NO2,,,,,,,,,,,,,
2018-01-13,O3,,,,,,,,,,,,,
2018-01-13,CO, 2, 2,,, 1,, 1, 2,,,, 1, 2
2018-01-13,PM10, 60, 41, 78,, 58,, 54, 64,, 63, 76, 44, 75
2018-01-13,PM25,, 7,,,,,,,, 29,, 9,
2018-01-13,SO2,,,,,,,,,,,,,
2018-01-13,NO2,,,,,,,,,,,,,
2018-01-14,O3,,,,,,,,,,,,,
2018-01-14,CO, 2, 2,,, 1,, 1, 3,,,, 1, 2
2018-01-14,PM10, 54, 45, 60,, 59,, 44, 89,, 46, 87, 45, 85
2018-01-14,PM25,, 11,,,,,,,, 26,, 9,
2018-01-14,SO2,,,,,,,,,,,,,
2018-01-14,NO2,,,,,,,,,,,,,
2018-01-15,O3,,,,,,,,,,,,,
2018-01-15,CO, 2, 2, 1,, 2,, 1, 3,,,, 1, 3
2018-01-15,PM10, 55, 64, 58,, 38,, 38, 81,, 72, 68, 57, 46
2018-01-15,PM25,, 15,,,,,,,, 13,, 11,
2018-01-15,SO2,,,,,,,,,,,,,
2018-01-15,NO2,,,,,,,,,,,,,
2018-01-16,O3,,,,,,,,,,,,,
2018-01-16,CO, 2, 2,,, 2,, 1, 3,,,, 1, 2
2018-01-16,PM10, 67, 43, 97,, 53,, 52, 136,, 52, 99, 40, 85
2018-01-16,PM25,, 17,,,,,,,, 30,, 13,
2018-01-16,SO2,,,,,,,,,,,,,
2018-01-16,NO2,,,,,,,,,,,,,
2018-01-17,O3,,,,,,,,,,,,,
2018-01-17,CO, 2, 2,,, 2,, 1, 2,,,, 1, 2
2018-01-17,PM10, 39, 37, 45,, 41,, 29, 80,, 24, 62, 31, 59
2018-01-17,PM25,, 7,,,,,,,, 12,, 7,
2018-01-17,SO2,,,,,,,,,,,,,
2018-01-17,NO2,,,,,,,,,,,,,
2018-01-18,O3,,,,,,,,,,,,,
2018-01-18,CO, 2, 2,,, 2,, 1, 2,,,, 1, 2
2018-01-18,PM10, 31, 70, 29,, 42,, 19, 29,, 37, 51, 68, 42
2018-01-18,PM25,, 12,,,,,,,, 16,, 8,
2018-01-18,SO2,,,,,,,,,,,,,
2018-01-18,NO2,,,,,,,,,,,,,
2018-01-19,O3,,,,,,,,,,,,,
2018-01-19,CO, 2, 2, 1,, 2,, 2, 3,,,, 2, 3
2018-01-19,PM10, 53, 108, 62,, 83,, 63, 34,, 57, 75, 109, 104
2018-01-19,PM25,, 29,,,,,,,, 19,, 32,
2018-01-19,SO2,,,,,,,,,,,,,
2018-01-19,NO2,,,,,,,,,,,,,
2018-01-20,O3,,,,,,,,,,,,,
2018-01-20,CO, 3, 2, 1,, 2,, 2, 3,,, 1, 2, 3
2018-01-20,PM10, 82, 93, 128,, 114,, 68, 68,, 87, 112, 97, 145
2018-01-20,PM25,, 43,,,,,,,, 30,, 40,
2018-01-20,SO2,,,,,,,,,,,,,
2018-01-20,NO2,,,,,,,,,,,,,
2018-01-21,O3,,,,,,,,,,,,,
2018-01-21,CO, 2, 2, 1,, 2,, 1, 4,,, 1, 2, 3
2018-01-21,PM10, 112, 75, 122,, 94,, 75, 113,, 59, 127, 89, 125
2018-01-21,PM25,, 26,,,,,,,, 38,, 32,
2018-01-21,SO2,,,,,,,,,,,,,
2018-01-21,NO2,,,,,,,,,,,,,
2018-01-22,O3,,,,,,,,,,,,,
2018-01-22,CO, 3, 2,,, 2,, 1, 4,,,, 1, 2
2018-01-22,PM10, 89, 106, 89,, 67,, 38, 115,, 84, 128, 55, 111
2018-01-22,PM25,, 30,,,,,,,, 24,, 27,
2018-01-22,SO2,,,,,,,,,,,,,
2018-01-22,NO2,,,,,,,,,,,,,
2018-01-23,O3,,,,,,,,,,,,,
2018-01-23,CO, 2, 2,,, 1,, 1, 3,,,, 1,
2018-01-23,PM10, 96, 44, 90,, 62,, 27, 113,, 69, 110, 58, 78
2018-01-23,PM25,, 15,,,,,,,, 24,, 9,
2018-01-23,SO2,,,,,,,,,,,,,
2018-01-23,NO2,,,,,,,,,,,,,
2018-01-24,O3,,,,,,,,,,,,,
2018-01-24,CO, 2, 2,,, 1,, 1, 3,,,, 1,
2018-01-24,PM10, 69, 36, 76,, 53,, 37, 101,, 54, 113, 45,
2018-01-24,PM25,, 8,,,,,,,, 32,, 11,
2018-01-24,SO2,,,,,,,,,,,,,
2018-01-24,NO2,,,,,,,,,,,,,
2018-01-25,O3,,,,,,,,,,,,,
2018-01-25,CO, 2, 2, 1,, 1,, 1, 3,,,, 1,
2018-01-25,PM10, 57, 30, 54,, 45,, 30, 62,, 30, 57, 36,
2018-01-25,PM25,, 8,,,,,,,, 20,, 7,
2018-01-25,SO2,,,,,,,,,,,,,
2018-01-25,NO2,,,,,,,,,,,,,
2018-01-26,O3,,,,,,,,,,,,,
2018-01-26,CO, 2, 3, 1,, 2,, 2, 3,, 1, 1, 2,
2018-01-26,PM10, 36, 119, 36,, 30,, 19, 27,, 93, 34, 116,
2018-01-26,PM25,, 7,,,,,,,, 6,, 10,
2018-01-26,SO2,,,,,,,,,,,,,
2018-01-26,NO2,,,,,,,,,,,,,
2018-01-27,O3,,,,,,,,,,,,,
2018-01-27,CO, 2, 2, 1,,,, 1,,,,,,
2018-01-27,PM10, 127, 97, 150,, 137,, 81,,, 52, 174,,
2018-01-27,PM25,, 48,,,,,,,, 39,, 41,
2018-01-27,SO2,,,,,,,,,,,,,
2018-01-27,NO2,,,,,,,,,,,,,
2018-01-28,O3,,,,,,,,,,,,,
2018-01-28,CO, 2, 2, 1,,,, 1,,,,,,
2018-01-28,PM10, 66, 31, 99,,,, 60,,, 26, 106,,
2018-01-28,PM25,, 33,,,,,,,, 27,,,
2018-01-28,SO2,,,,,,,,,,,,,
2018-01-28,NO2,,,,,,,,,,,,,
2018-01-29,O3,,,,,,,,,,,,,
2018-01-29,CO, 2, 2,,,,, 1,,,,,,
2018-01-29,PM10, 33, 74, 39,,,, 17,,, 51, 49,,
2018-01-29,PM25,, 16,,,,,,,, 11,,,
2018-01-29,SO2,,,,,,,,,,,,,
2018-01-29,NO2,,,,,,,,,,,,,
2018-01-30,O3,,,,,,,,,,,,,
2018-01-30,CO, 2, 2, 1,,,, 1,,,,,,
2018-01-30,PM10, 46, 40, 50,,,, 20,,, 67, 47,,
2018-01-30,PM25,, 9,,,,,,,, 19,,,
2018-01-30,SO2,,,,,,,,,,,,,
2018-01-30,NO2,,,,,,,,,,,,,
2018-01-31,O3,,,,,,,,,,,,,
2018-01-31,CO, 2, 2, 1,,,, 1,,,,,,
2018-01-31,PM10, 52, 60, 69,,,, 38,,, 79, 71,,
2018-01-31,PM25,, 10,,,,,,,, 32,,,
2018-01-31,SO2,,,,,,,,,,,,,
2018-01-31,NO2,,,,,,,,,,,,,
2018-02-01,O3,,,,,,,,,,,,,
2018-02-01,CO, 3, 3, 1,,,,,,, 1, 1,,
2018-02-01,PM10, 64, 109, 98,,,, 46,,, 138, 88,,
2018-02-01,PM25,, 16,,,,,,,, 39,,,
2018-02-01,SO2,,,,,,,,,,,,,
2018-02-01,NO2,,,,,,,,,,,,,
2018-02-02,O3,,,,,,,,,,,,,
2018-02-02,CO, 2, 2,,,,, 1,,,,,,
2018-02-02,PM10, 160, 50, 141,,,,,,, 57, 162,,
2018-02-02,PM25,, 30,,,,,,,, 37,,,
2018-02-02,SO2,,,,,,,,,,,,,
2018-02-02,NO2,,,,,,,,,,,,,
2018-02-03,O3,,,,,,,,,,,,,
2018-02-03,CO, 2, 2, 1,,,, 2,,,, 1,,
2018-02-03,PM10, 50, 83, 61,,,, 40,,, 70, 52,,
2018-02-03,PM25,, 10,,,,,,,, 19,,,
2018-02-03,SO2,,,,,,,,,,,,,
2018-02-03,NO2,,,,,,,,,,,,,
2018-02-04,O3,,,,,,,,,,,,,
2018-02-04,CO, 4, 2, 1,,,, 2,,, 1, 2,,
2018-02-04,PM10, 87, 94, 130,,,, 74,,,, 128,,
2018-02-04,PM25,, 22,,,,,,,, 38,,,
2018-02-04,SO2,,,,,,,,,,,,,
2018-02-04,NO2,,,,,,,,,,,,,
2018-02-05,O3,,,,,,,,,,,,,
2018-02-05,CO, 3, 2, 1,,,, 1,,, 2, 1,,
2018-02-05,PM10, 148, 52, 52,,,, 49,,,, 155,,
2018-02-05,PM25,, 16,,,,,,,, 45,,,
2018-02-05,SO2,,,,,,,,,,,,,
2018-02-05,NO2,,,,,,,,,,,,,
2018-02-06,O3,,,,,,,,,,,,,
2018-02-06,CO, 3, 3, 2,, 2,, 2,,, 1, 1, 2, 2
2018-02-06,PM10, 83, 98, 69,,,, 43,,, 143, 107, 85,
2018-02-06,PM25,, 21,,,,,,,, 28,,,
2018-02-06,SO2,,,,,,,,,,,,,
2018-02-06,NO2,,,,,,,,,,,,,
2018-02-07,O3,,,,,,,,,,,,,
2018-02-07,CO, 3, 3, 1,, 2,, 1, 3,, 1, 1, 2, 3
2018-02-07,PM10, 102, 88, 146,, 99,, 92, 95,, 96, 140, 67, 135
2018-02-07,PM25,, 33,,,,,,,, 41,, 28,
2018-02-07,SO2,,,,,,,,,,,,,
2018-02-07,NO2,,,,,,,,,,,,,
2018-02-08,O3,,,,,,,,,,,,,
2018-02-08,CO, 2, 2,,, 2,, 1, 4,, 3,, 1, 2
2018-02-08,PM10, 101, 50, 108,, 70,, 63, 114,, 53, 122, 43, 109
2018-02-08,PM25,, 25,,,,,,,, 47,, 25,
2018-02-08,SO2,,,,,,,,,,,,,
2018-02-08,NO2,,,,,,,,,,,,,
2018-02-09,O3,,,,,,,,,,,,,
2018-02-09,CO, 2, 3, 1,, 2,, 2, 3,, 2, 1, 2, 3
2018-02-09,PM10, 51, 91, 63,, 58,, 36, 45,, 72, 130, 73, 36
2018-02-09,PM25,, 15,,,,,,,, 24,, 12,
2018-02-09,SO2,,,,,,,,,,,,,
2018-02-09,NO2,,,,,,,,,,,,,
2018-02-10,O3,,,,,,,,,,,,,
2018-02-10,CO, 3, 3, 1,, 2,, 2, 3,, 4, 1, 2, 3
2018-02-10,PM10, 86, 78, 140,, 113,, 82, 62,, 98, 138, 81, 129
2018-02-10,PM25,, 31,,,,,,,, 31,, 24,
2018-02-10,SO2,,,,,,,,,,,,,
2018-02-10,NO2,,,,,,,,,,,,,
2018-02-11,O3,,,,,,,,,,,,,
2018-02-11,CO, 3, 2,,, 1,, 1, 5,, 41,, 2, 3
2018-02-11,PM10, 120, 56, 102,, 87,, 84, 147,, 78, 146, 52, 128
2018-02-11,PM25,, 25,,,,,,,, 33,, 22,
2018-02-11,SO2,,,,,,,,,,,,,
2018-02-11,NO2,,,,,,,,,,,,,
2018-02-12,O3,,,,,,,,,,,,,
2018-02-12,CO, 2, 2,,, 2,, 1, 5,,,, 1, 2
2018-02-12,PM10, 97, 29, 86,, 56,, 39, 95,, 36, 112, 72, 79
2018-02-12,PM25,, 11,,,,,, 2,, 23,, 12,
2018-02-12,SO2,,,,,,,,,,,,,
2018-02-12,NO2,,,,,,,,,,,,,
2018-02-13,O3,,,,,,,,,,,,,
2018-02-13,CO, 2, 3, 1,, 2,, 2, 3,,, 1, 2, 2
2018-02-13,PM10, 30, 60, 26,, 47,, 38, 33,, 51, 36, 69, 32
2018-02-13,PM25,, 9,,,,,,,, 16,, 6,
2018-02-13,SO2,,,,,,,,,,,,,
2018-02-13,NO2,,,,,,,,,,,,,
2018-02-14,O3,,,,,,,,,,,,,
2018-02-14,CO, 2, 3, 1,, 2,, 2, 3,,, 1, 1, 3
2018-02-14,PM10, 50, 94, 72,, 79,, 82, 39,, 60, 70, 78, 108
2018-02-14,PM25,, 25,,,,,,,, 30,, 28,
2018-02-14,SO2,,,,,,,,,,,,,
2018-02-14,NO2,,,,,,,,,,,,,
2018-02-15,O3,,,,,,,,,,,,,
2018-02-15,CO, 3, 3, 1,, 2,, 2, 3,,, 1, 1, 3
2018-02-15,PM10, 70, 109, 124,, 115,, 71, 44,, 100, 108, 103, 142
2018-02-15,PM25,, 35,,,,,, 3,, 27,, 31,
2018-02-15,SO2,,,,,,,,,,,,,
2018-02-15,NO2,,,,,,,,,,,,,
2018-02-16,O3,,,,,,,,,,,,,
2018-02-16,CO, 3, 3, 1,, 2,, 2, 4,,, 1, 2, 3
2018-02-16,PM10, 101, 88, 129,, 113,, 78, 92,, 87, 144, 150, 178
2018-02-16,PM25,, 43,,,,,, 3,, 39,, 30,
2018-02-16,SO2,,,,,,,,,,,,,
2018-02-16,NO2,,,,,,,,,,,,,
2018-02-17,O3,,,,,,,,,,,,,
2018-02-17,CO, 2, 2,,, 2,, 1, 4,,,, 2, 2
2018-02-17,PM10, 87, 67, 129,, 80,, 66, 98,, 60, 127, 69, 127
2018-02-17,PM25,, 26,,,,,, 3,, 31,, 8,
2018-02-17,SO2,,,,,,,,,,,,,
2018-02-17,NO2,,,,,,,,,,,,,
2018-02-18,O3,,,,,,,,,,,,,
2018-02-18,CO, 2, 2,,, 2,, 1, 3,,,, 1, 2
2018-02-18,PM10, 65, 79, 75,, 72,, 42, 66,, 44, 80, 49, 91
2018-02-18,PM25,, 27,,,,,, 3,, 22,, 21,
2018-02-18,SO2,,,,,,,,,,,,,
2018-02-18,NO2,,,,,,,,,,,,,
2018-02-19,O3,,,,,,,,,,,,,
2018-02-19,CO, 2, 2,,, 2,, 1, 3,,,, 2, 2
2018-02-19,PM10, 53, 53, 61,, 45,, 48, 51,, 65, 67, 58, 52
2018-02-19,PM25,, 16,,,,,, 3,, 23,, 13,
2018-02-19,SO2,,,,,,,,,,,,,
2018-02-19,NO2,,,,,,,,,,,,,
2018-02-20,O3,,,,,,,,,,,,,
2018-02-20,CO, 2, 3, 1,, 2,, 1, 3,,,, 2, 2
2018-02-20,PM10, 65, 76, 85,, 58,, 47, 56,, 66, 78, 69, 71
2018-02-20,PM25,, 19,,,,,, 3,, 29,, 15,
2018-02-20,SO2,,,,,,,,,,,,,
2018-02-20,NO2,,,,,,,,,,,,,
2018-02-21,O3,,,,,,,,,,,,,
2018-02-21,CO, 2, 2, 1,, 2,, 2, 3,,,, 2, 3
2018-02-21,PM10, 76, 74, 112,, 84,, 62, 51,, 66, 105, 69, 113
2018-02-21,PM25,, 26,,,,,, 3,, 38,, 19,
2018-02-21,SO2,,,,,,,,,,,,,
2018-02-21,NO2,,,,,,,,,,,,,
2018-02-22,O3,,,,,,,,,,,,,
2018-02-22,CO, 2, 2,,, 2,, 1, 3,,,, 2, 2
2018-02-22,PM10, 75, 58, 100,, 77,, 65, 66,, 28, 105, 24, 118
2018-02-22,PM25,, 23,,,,,, 3,, 27,, 21,
2018-02-22,SO2,,,,,,,,,,,,,
2018-02-22,NO2,,,,,,,,,,,,,
2018-02-23,O3,,,,,,,,,,,,,
2018-02-23,CO, 3, 3, 1,, 2,, 2, 3,,, 1, 2, 2
2018-02-23,PM10, 25, 95, 57,, 72,, 27, 21,, 54, 56, 74, 76
2018-02-23,PM25,, 20,,,,,, 3,, 19,, 6,
2018-02-23,SO2,,,,,,,,,,,,,
2018-02-23,NO2,,,,,,,,,,,,,
2018-02-24,O3,,,,,,,,,,,,,
2018-02-24,CO, 3, 3, 1,, 2,, 2, 3,,, 1, 2, 3
2018-02-24,PM10, 65, 89, 106,, 93,, 68, 38,, 84, 104, 81, 114
2018-02-24,PM25,, 40,,,,,, 3,, 31,, 31,
2018-02-24,SO2,,,,,,,,,,,,,
2018-02-24,NO2,,,,,,,,,,,,,
2018-02-25,O3,,,,,,,,,,,,,
2018-02-25,CO, 2, 2, 1,, 2,, 1, 4,,,, 2, 2
2018-02-25,PM10, 83, 49, 105,, 95,, 74, 86,, 62, 111, 49, 140
