FECHA,PARAM,NE,CE,NO2,SE3,SO2,N2,N,SE2,SUR,NE2,NO,SE,SO
2018-09-04,NO2,,,,,,,,,,,,,
2018-09-05,O3,,,,,,,,,,,,,
2018-09-05,CO,,,,,,,,, 2,,,,
2018-09-05,PM10,,, 46,,,,, 9, 6,,,,
2018-09-05,PM25,,,,,,,,,,,,,
2018-09-05,SO2,,,,,,,,, 6,,,,
2018-09-05,NO2,,,,,,,,,,,,,
2018-09-06,O3,,,, 16,, 10,,,,,,,
2018-09-06,CO, 1, 3,, 7, 3, 34, 2,, 2, 1,, 2, 1
2018-09-06,PM10, 29, 38, 30, 27, 20, 18, 45, 23, 16, 58, 186, 24, 28
2018-09-06,PM25, 6,, 7, 36,,, 6,, 17, 18, 7, 5, 6
2018-09-06,SO2,,,, 29,, 4,,, 7,,,,
2018-09-06,NO2,,,, 4,, 4,,,,,,,
2018-09-07,O3,,,, 23,, 16,,,,,,,
2018-09-07,CO, 1, 3,, 8, 3, 35, 2,, 3, 1,, 2, 1
2018-09-07,PM10, 25, 34, 37, 32, 31, 31, 33, 32, 32, 35, 32, 23, 25
2018-09-07,PM25, 6, 7, 8, 45, 14, 47, 7, 6, 20, 15, 10, 6, 9
2018-09-07,SO2,,,, 10,, 5,,, 7,,,,
2018-09-07,NO2,,,, 4,, 4,,,,,,,
2018-09-08,O3,,,, 31,, 14,,,,,,,
2018-09-08,CO, 1, 3,, 9, 3, 35, 2,, 3, 1, 1, 2, 1
2018-09-08,PM10, 31, 23, 49, 28, 31, 24, 28, 35, 33, 45, 47, 24, 20
2018-09-08,PM25, 10, 9, 11, 44, 15, 50, 10, 10, 39, 19, 16, 7, 10
2018-09-08,SO2,,,, 6,, 5,,, 8,,,,
2018-09-08,NO2,,,, 3,, 5,,,,,,,
2018-09-09,O3,,,, 36,, 40,,,,,,,
2018-09-09,CO, 1, 3,, 9, 3, 36, 2,, 4, 1, 1, 2, 2
2018-09-09,PM10, 39, 43, 29, 26, 43, 38, 35, 18, 9, 38, 56, 36, 35
2018-09-09,PM25, 10, 17, 16, 26, 21, 68, 8, 12, 45, 16, 16, 9, 10
2018-09-09,SO2,,,, 12,, 5,,, 7,,,,
2018-09-09,NO2,,,, 4,, 5,,,,,,,
2018-09-10,O3,,,, 21,, 18,,,,,,,
2018-09-10,CO, 1, 3,, 10, 3, 35, 2,, 3, 1, 1, 2, 1
2018-09-10,PM10, 22, 15, 18, 22, 19, 18, 18, 25, 11, 13, 25, 20, 15
2018-09-10,PM25, 12, 10,,, 6, 27, 8, 15, 26, 9, 12, 8, 6
2018-09-10,SO2,,,, 6,, 5,,, 8,,,,
2018-09-10,NO2,,,, 6,, 4,,,,,,,
2018-09-11,O3,,,, 31,, 22,,,,,,,
2018-09-11,CO, 1, 2,, 9, 3, 36, 2,, 5, 1, 1, 2, 1
2018-09-11,PM10, 14, 20, 25, 20, 23, 21, 15, 23, 18, 13, 28, 20, 13
2018-09-11,PM25, 6, 10, 5,, 10, 39, 5, 8, 24, 9, 8, 6, 6
2018-09-11,SO2,,,, 6,, 5,,, 8,,,,
2018-09-11,NO2,,,, 5,, 4,,,,,,,
2018-09-12,O3,,,, 29,, 20,,,,,,,
2018-09-12,CO, 1,,, 9, 3, 35, 2,, 5, 1, 1, 2, 2
2018-09-12,PM10, 18, 24, 39, 22, 21, 20, 19, 41, 39, 19, 28, 24, 24
2018-09-12,PM25, 4, 7, 6,, 9, 36, 4, 5, 28, 8, 6, 5, 8
2018-09-12,SO2,,,, 6,, 4,,, 8,,,,
2018-09-12,NO2,,,, 5,, 4,,,,,,,
2018-09-13,O3,,,, 36,, 42,,,,,,,
2018-09-13,CO, 1,,, 10, 3, 35, 2,, 6, 1, 1, 2, 2
2018-09-13,PM10, 31, 33, 45, 31, 36, 32, 26, 34, 26, 29, 43, 31, 28
2018-09-13,PM25, 9, 12, 13, 46, 11, 43, 7, 13, 32, 12, 10, 8, 14
2018-09-13,SO2,,,, 6,, 5,,, 8,,,,
2018-09-13,NO2,,,, 5,, 4,,,,,,,
2018-09-14,O3,,,, 29,, 31,,,,,,,
2018-09-14,CO, 1,,, 9, 3, 35, 2,, 6, 1, 1, 2, 2
2018-09-14,PM10, 22, 28, 38, 32, 32, 29, 32, 35, 23, 31, 44, 26, 36
2018-09-14,PM25, 7, 10, 9, 35, 8, 33, 6, 8, 26, 9, 7, 4, 6
2018-09-14,SO2,,,, 6,, 5,,, 8,,,,
2018-09-14,NO2,,,, 5,, 4,,,,,,,
2018-09-15,O3,,,, 28,, 26,,,,,,,
2018-09-15,CO, 1,,, 9, 3, 35, 2,, 7, 1, 1, 2, 1
2018-09-15,PM10, 24, 25, 32, 27, 25, 23, 27, 33, 21, 22, 32,, 29
2018-09-15,PM25, 6, 6, 10, 39, 10, 39, 8, 8, 25, 12, 6, 5, 8
2018-09-15,SO2,,,, 6,, 5,,, 8,,,,
2018-09-15,NO2,,,, 6,, 4,,,,,,,
2018-09-16,O3,,,, 35,, 37,,,,,,,
2018-09-16,CO, 1,,, 9, 3, 35, 2,, 8, 1, 1, 2, 2
2018-09-16,PM10, 29, 32, 53, 24, 32, 28, 29, 33, 31, 32, 52,, 30
2018-09-16,PM25, 9, 10, 11, 44, 14, 50, 11, 13, 30, 14, 20, 6, 13
2018-09-16,SO2,,,, 7,, 5,,, 9,,,,
2018-09-16,NO2,,,, 5,, 4,,,,,,,
2018-09-17,O3,,,, 25,, 32,,,,,,,
2018-09-17,CO, 1,,, 9, 3, 36, 2,, 7, 1, 1, 2, 2
2018-09-17,PM10, 34, 42, 38, 26, 52, 45, 31, 27, 16, 37, 53,, 51
2018-09-17,PM25, 13, 25, 21, 51, 35, 98, 15, 15, 51, 21, 22,, 25
2018-09-17,SO2,,,, 6,, 6,,, 9,,,,
2018-09-17,NO2,,,, 3,, 5,,,,,,,
2018-09-18,O3,,,, 21,, 20,,, 30,,,,
2018-09-18,CO, 1,,, 9, 3, 35, 2,, 9, 1, 1, 2, 1
2018-09-18,PM10, 35, 24, 42, 30, 32, 29, 30, 38, 24, 64, 40, 15, 23
2018-09-18,PM25, 11, 11, 14, 54, 16, 58, 13, 12, 34, 18, 14,, 10
2018-09-18,SO2,,,, 6,, 5,,, 9,,,,
2018-09-18,NO2,,,, 4,, 4,,, 7,,,,
2018-09-19,O3,,,, 25,, 29,,, 22,,,,
2018-09-19,CO, 1,,, 10, 3, 37, 2,, 11, 1, 1, 2, 1
2018-09-19,PM10, 34, 34, 47, 33, 37, 34, 29, 27, 32, 60, 44, 21, 26
2018-09-19,PM25, 11,, 13, 55, 18, 62, 10, 12, 32, 18, 17,, 17
2018-09-19,SO2,,,, 8,, 6,,, 8,,,,
2018-09-19,NO2,,,, 4,, 4,,, 1,,,,
2018-09-20,O3,,,, 20,, 15,,, 35,,,,
2018-09-20,CO, 1,,, 9, 3, 35, 2,, 11, 1, 1, 2, 2
2018-09-20,PM10, 38, 43, 48, 28, 49, 42, 39, 38, 30, 42, 56, 23, 41
2018-09-20,PM25,, 19, 18, 44, 23, 70,, 7, 42, 15,, 14, 9
2018-09-20,SO2,,,, 6,, 5,,, 9,,,,
2018-09-20,NO2,,,, 3,, 5,,,,,,,
2018-09-21,O3,,,, 25,, 44,,, 77,,,,
2018-09-21,CO, 1,,, 9, 3, 36, 2,, 11, 1, 1, 2, 2
2018-09-21,PM10, 43, 44, 61, 30, 49, 43, 39, 39, 37, 42, 61, 24, 37
2018-09-21,PM25, 12, 19, 10, 55, 19, 65, 7, 12, 37, 20, 17, 11, 18
2018-09-21,SO2,,,, 6,, 6,,, 8,,,,
2018-09-21,NO2,,,, 4,, 5,,,,,,,
2018-09-22,O3,,,, 30,, 76,,, 25,,,,
2018-09-22,CO, 1,,, 9, 3, 36, 2,, 11, 1, 1, 2, 2
2018-09-22,PM10, 46, 50, 20, 31, 57, 47, 42, 25, 20, 48, 63, 32, 61
2018-09-22,PM25, 15, 15, 18, 59, 24, 72, 15, 15, 51, 23, 14, 13, 23
2018-09-22,SO2,,,, 7,, 5,,, 8,,,,
2018-09-22,NO2,,,, 4,, 5,,,,,,,
2018-09-23,O3,,,, 25,, 15,,, 31,,,,
2018-09-23,CO, 1,,, 9, 3, 36, 2,, 11, 1, 1, 2, 2
2018-09-23,PM10, 17, 29, 31, 23, 31, 28, 21, 34, 25, 22, 32, 17, 23
2018-09-23,PM25, 7, 9, 8, 44, 18, 61, 5,, 32, 11, 8, 7, 11
2018-09-23,SO2,,,, 6,, 5,,, 8,,,,
2018-09-23,NO2,,,, 5,, 4,,,,,,,
2018-09-24,O3,,,, 35,, 36,,, 7,,,,
2018-09-24,CO, 1,, 1, 11, 3, 36, 2,, 11, 1, 1, 2, 1
2018-09-24,PM10, 22, 27, 51, 30, 32, 29, 14, 51, 26, 26, 41, 20, 17
2018-09-24,PM25, 6, 11, 12, 57, 10, 37,, 16, 35, 13,, 7, 13
2018-09-24,SO2,,,, 6,, 5,,, 9,,,,
2018-09-24,NO2,,,, 5,, 4,,,,,,,
2018-09-25,O3,,,, 27,, 38,,,,,,,
2018-09-25,CO, 1,, 1, 11, 3, 35,,, 12, 1, 1, 2, 2
2018-09-25,PM10, 43, 41, 68, 36, 39, 35,, 59, 40, 49, 76, 29, 42
2018-09-25,PM25, 14, 20, 17, 63, 23, 73,, 19, 32, 21,, 11, 19
2018-09-25,SO2,,,, 7,, 5,,, 10,,,,
2018-09-25,NO2,,,, 6,, 4,,,,,,,
2018-09-26,O3,,,, 49,, 55,,,,,,,
2018-09-26,CO, 1, 1,, 10, 3, 35, 3,, 12, 1, 1, 2, 2
2018-09-26,PM10, 51, 48, 62, 45, 54, 46, 61, 48, 39, 68, 84, 50, 68
2018-09-26,PM25, 17, 14, 22, 86, 23, 71, 21, 21, 48, 27, 24, 18, 21
2018-09-26,SO2,,,, 18,, 5,,, 10,,,,
2018-09-26,NO2,,,, 6,, 4,,,,,,,
2018-09-27,O3,,,, 35,, 34,,,,,,,
2018-09-27,CO, 1,,, 9, 3, 36, 2,, 11, 1, 1, 2, 1
2018-09-27,PM10, 41, 43, 18, 43, 56, 46, 49, 19, 14, 46, 69, 41, 52
2018-09-27,PM25, 17, 22, 19, 66, 32, 95, 18, 19, 48, 22, 21, 16, 19
2018-09-27,SO2,,,, 18,, 5,,, 9,,,,
2018-09-27,NO2,,,, 4,, 3,,,,,,,
2018-09-28,O3,,,, 29,, 23,,,,,,,
2018-09-28,CO, 1, 1,, 10, 3, 38, 2,, 11, 1, 1, 2, 1
2018-09-28,PM10, 16, 20, 31, 21, 25, 23, 18, 33, 13, 28, 27, 16, 16
2018-09-28,PM25, 6, 9, 7, 39, 9, 38, 6, 6, 24, 10, 5, 5, 9
2018-09-28,SO2,,,, 6,, 4,,, 9,,,,
2018-09-28,NO2,,,, 5,, 3,,,,,,,
2018-09-29,O3,,,, 25,, 18,,,,,,,
2018-09-29,CO, 1,,, 10, 3, 35, 2,, 11, 1, 1, 2, 1
2018-09-29,PM10, 24, 24, 21, 31, 27, 25, 29, 23, 14, 48, 33, 17, 12
2018-09-29,PM25, 9, 8, 12, 48, 13, 48, 8, 13, 24, 20, 11, 6, 9
2018-09-29,SO2,,,, 8,, 4,,, 9,,,,
2018-09-29,NO2,,,, 4,, 3,,,,,,,
2018-09-30,O3,,,, 22,, 15,,,,,,,
2018-09-30,CO, 1,,, 10, 3, 34, 2,, 12, 1, 1, 2, 1
2018-09-30,PM10, 20, 18, 20, 24, 27, 25, 24, 18, 15, 35, 29, 15, 14
2018-09-30,PM25, 10, 9, 8, 39, 13, 51,, 3, 20, 19, 8, 4,
2018-09-30,SO2,,,, 8,, 4,,, 10,,,,
2018-09-30,NO2,,,, 4,, 4,,,,,,,
2018-10-01,O3,,,, 24,, 22,,,,,,,
2018-10-01,CO, 1,,, 10, 2, 33, 2,, 12, 1, 1, 2, 1
2018-10-01,PM10, 19, 15, 23, 18, 22, 21, 24, 22, 12, 22, 27, 16, 14
2018-10-01,PM25, 8, 10,, 25, 12, 45,, 7, 31, 14,, 4,
2018-10-01,SO2,,,, 7,, 5,,, 10,,,,
2018-10-01,NO2,,,, 3,, 3,,,,,,,
2018-10-02,O3,,,, 21,, 16,,,,,,,
2018-10-02,CO, 1,,, 10, 2, 26, 2,, 12, 1, 1, 2, 1
2018-10-02,PM10, 22, 21, 28, 25, 29, 27, 23, 25, 14, 53, 45, 21, 18
2018-10-02,PM25, 9, 7, 8, 35, 17, 59, 9, 7, 22, 17, 7, 5, 7
2018-10-02,SO2,,,, 7,, 5,,, 10,,,,
2018-10-02,NO2,,,, 3,, 4,,,,,,,
2018-10-03,O3,,,, 21,, 18,,,,,,,
2018-10-03,CO, 1,,, 10, 1, 21, 1,, 13, 1, 1, 1, 1
2018-10-03,PM10, 29, 18, 38, 26, 30, 28, 46, 33, 22, 59, 55, 22, 11
2018-10-03,PM25, 9, 7, 11, 38, 15, 54,, 7, 21, 19, 9, 5, 6
2018-10-03,SO2,,,, 10,, 5,,, 10,,,,
2018-10-03,NO2,,,, 2,, 3,,,,,,,
2018-10-04,O3,,,, 23,, 25,,,,,,,
2018-10-04,CO, 1, 1,, 10, 1, 22, 1,, 13, 1, 1, 1, 1
2018-10-04,PM10, 37, 145, 42, 30, 40, 34, 51, 33, 23, 63, 57, 30, 31
2018-10-04,PM25, 12, 13, 13, 40, 13, 46,, 10, 26, 18, 12, 5, 7
2018-10-04,SO2,,,, 6,, 5,,, 11,,,,
2018-10-04,NO2,,,, 3,, 4,,,,,,,
2018-10-05,O3,,,, 22,, 25,,,,,,,
2018-10-05,CO, 1, 1,, 10, 2, 23, 1,, 9, 1, 1, 1, 1
2018-10-05,PM10, 38, 28, 40, 30, 39, 34, 49, 31, 21, 71, 58, 32, 33
2018-10-05,PM25, 11, 12, 13, 42, 12, 44, 12, 11, 27, 21, 14, 8, 14
2018-10-05,SO2,,,, 6,, 5,,, 11,,,,
2018-10-05,NO2,,,, 3,, 4,,,,,,,
2018-10-06,O3,,,, 21,, 27,,,,,,,
2018-10-06,CO, 1, 1,, 10, 2, 24, 1,, 6, 1, 1, 1, 1
2018-10-06,PM10, 36, 15, 39, 26, 40, 35, 39, 17, 21, 59, 48, 29, 30
2018-10-06,PM25, 9, 13, 11, 42, 17, 58, 10, 10, 32, 18, 11, 8, 16
2018-10-06,SO2,,,, 7,, 5,,, 11,,,,
2018-10-06,NO2,,,, 3,, 3,,,,,,,
2018-10-07,O3,,,, 25,, 27,,,,,,,
2018-10-07,CO, 1,,, 11, 2, 25, 1,, 5, 1, 1, 1, 1
2018-10-07,PM10, 34, 20, 33, 31, 37, 33, 45,, 21, 50, 51, 35, 27
2018-10-07,PM25, 12, 8, 14, 49, 14, 50, 9, 7, 36, 18,, 10, 16
2018-10-07,SO2,,,, 6,, 5,,, 12,,,,
2018-10-07,NO2,,,, 3,, 3,,,,,,,
2018-10-08,O3,,,, 25,, 27,,,,,,,
2018-10-08,CO, 1,,, 11, 2, 26, 1,, 6, 1, 1, 1, 1
2018-10-08,PM10, 30, 19, 37, 25, 31, 29, 24,, 23, 34, 38, 34, 20
2018-10-08,PM25, 12, 12, 14, 39, 16, 56, 12,, 31, 15,, 10, 17
2018-10-08,SO2,,,, 6,, 5,,, 12,,,,
2018-10-08,NO2,,,, 2,, 3,,,,,,,
2018-10-09,O3,,,, 34,, 47,,,,,,,
2018-10-09,CO, 2, 1,, 11, 2, 28, 1,, 7, 1, 1, 1, 1
2018-10-09,PM10, 40, 37, 40, 23, 48, 42, 32,, 35, 51, 51, 46, 45
2018-10-09,PM25, 12, 11, 18, 35, 20, 66, 17,, 35, 20, 18, 12, 16
2018-10-09,SO2,,,, 6,, 5,,, 13,,,,
2018-10-09,NO2,,,, 5,, 4,,,,,,,
2018-10-10,O3,,,, 44,, 39,,,,,,,
2018-10-10,CO, 1, 1,, 11, 2, 27, 1,, 6, 1, 1,, 1
2018-10-10,PM10, 36, 31, 44, 40, 40, 36, 39,, 26, 38, 54, 46, 32
2018-10-10,PM25, 13, 18, 12, 51, 13, 47, 14,, 38, 18, 14, 15, 14
2018-10-10,SO2,,,, 16,, 5,,, 13,,,,
2018-10-10,NO2,,,, 7,, 3,,,,,,,
2018-10-11,O3,,,, 24,, 22,,,,,,,
2018-10-11,CO, 2, 1,, 10, 1, 19, 1,, 6, 1, 1, 1, 1
2018-10-11,PM10, 83, 13, 23, 18, 29, 27, 22,, 13, 44, 24, 24, 16
2018-10-11,PM25, 7, 14, 12, 69, 17, 58, 9,, 37, 16, 13,, 14
2018-10-11,SO2,,,, 10,, 5,,, 12,,,,
2018-10-11,NO2,,,, 4,, 3,,,,,,,
2018-10-12,O3,,,, 19,, 18,,,,,,,
2018-10-12,CO, 2, 1,, 11, 1, 19, 1,, 6, 2, 1, 1, 1
2018-10-12,PM10, 21, 13, 25, 28, 14, 13, 25,, 15, 54, 28, 23, 120
2018-10-12,PM25, 8, 8, 9, 34, 12, 46, 8,, 24, 16, 8, 5, 8
2018-10-12,SO2,,,, 6,, 5,,, 12,,,,
2018-10-12,NO2,,,, 3,, 3,,,,,,,
2018-10-13,O3,,,, 36,, 56,,,,,,,
2018-10-13,CO, 2, 1,, 13, 1, 20, 1,, 6, 1, 1, 1, 1
2018-10-13,PM10, 43, 18, 50, 33, 26, 24, 43,, 27, 58, 46, 43, 19
2018-10-13,PM25, 9, 7, 9, 39, 8, 31, 10,, 28, 20, 10, 6, 8
2018-10-13,SO2,,,, 6,, 5,,, 13,,,,
2018-10-13,NO2,,,, 5,, 4,,,,,,,
2018-10-14,O3,,,, 22,, 28,,,,,,,
2018-10-14,CO, 2, 1,, 12, 1, 20, 1,, 7, 1, 1, 1, 1
2018-10-14,PM10, 38, 31, 43, 34, 18, 17, 35,, 30, 45, 48, 45, 8
2018-10-14,PM25, 17, 20, 18, 59, 15, 52, 17,, 39, 23, 17, 14, 19
2018-10-14,SO2,,,, 6,, 5,,, 12,,,,
2018-10-14,NO2,,,, 3,, 4,,,,,,,
2018-10-15,O3,,,, 14,, 8,,,,,,,
2018-10-15,CO, 2, 1,, 10, 1, 18, 1,, 6, 1, 1, 1, 1
2018-10-15,PM10, 19, 35, 25, 28, 36, 33, 16,, 24, 27, 22, 26, 26
2018-10-15,PM25, 17, 24, 19, 59, 47, 115, 17,, 40, 23, 22, 16, 20
2018-10-15,SO2,,,, 6,, 5,,, 12,,,,
2018-10-15,NO2,,,, 3,, 3,,,,,,,
2018-10-16,O3,,,, 20,, 4,,,,,,,
2018-10-16,CO, 2, 1,, 16, 1, 19, 1,, 8, 1, 1,, 2
2018-10-16,PM10, 14, 35, 17, 22, 58, 50, 11, 28, 27, 13, 29, 17, 58
2018-10-16,PM25, 8, 12, 13, 55, 15, 55, 8,, 36, 11, 11, 8, 17
2018-10-16,SO2,,,, 6,, 5,,, 11,,,,
2018-10-16,NO2,,,, 3,, 4,,,,,,,
2018-10-17,O3,,,, 24,, 5,,,,,,,
2018-10-17,CO, 2, 1,, 15, 1, 20, 1,, 9, 1, 1, 1, 2
2018-10-17,PM10, 14, 42, 21, 21, 56, 48, 14, 23, 27, 14, 37, 25, 74
2018-10-17,PM25, 4, 13, 6, 27, 15, 55, 4, 7, 23, 7, 13, 4, 27
2018-10-17,SO2,,,, 5,, 5,,, 12,,,,
2018-10-17,NO2,,,, 3,, 5,,,,,,,
2018-10-18,O3,,,, 20,, 5,,,,,,,
2018-10-18,CO, 2, 1,, 15, 1, 21, 1,, 10, 1, 1, 1, 2
2018-10-18,PM10, 11, 33, 11, 16, 42, 37, 13, 31, 26, 13, 22, 22, 51
2018-10-18,PM25, 4, 17, 6, 22, 17, 58, 5, 4, 28, 6, 16, 6, 30
2018-10-18,SO2,,,, 5,, 5,,, 12,,,,
2018-10-18,NO2,,,, 4,, 5,,,,,,,
2018-10-19,O3,,,, 18,, 5,,,,,,,
2018-10-19,CO, 2, 1,, 13, 1, 22, 1,, 10, 2, 1, 1, 2
2018-10-19,PM10, 19, 49,, 19, 71, 56, 22, 19, 40, 52, 29, 35, 92
2018-10-19,PM25, 4, 15, 6, 17, 14, 52, 4, 7, 37, 3, 10, 7, 23
2018-10-19,SO2,,,, 5,, 5,,, 13,,,,
2018-10-19,NO2,,,, 5,, 5,,,,,,,
2018-10-20,O3,,,,,,,,,,,,,
2018-10-20,CO,,,,,,,,,,,,,
2018-10-20,PM10,,,,,,,,,,,,,
2018-10-20,PM25, 6, 25, 7, 27, 30, 91, 7, 4, 48, 17, 12, 11, 45
2018-10-20,SO2,,,,,,,,,,,,,
2018-10-20,NO2,,,,,,,,,,,,,
2018-10-21,O3,,,,,,,,,,,,,
2018-10-21,CO,,,,,,,,,,,,,
2018-10-21,PM10,,,,,,,,,,,,,
2018-10-21,PM25,,,,,,,,,,,,,
2018-10-21,SO2,,,,,,,,,,,,,
2018-10-21,NO2,,,,,,,,,,,,,
2018-10-22,O3,,,,,,,,,,,,,
2018-10-22,CO,,,,,,,,,,,,,
2018-10-22,PM10,,,,,,,,,,,,,
2018-10-22,PM25,,,,,,,,,,,,,
2018-10-22,SO2,,,,,,,,,,,,,
2018-10-22,NO2,,,,,,,,,,,,,
2018-10-23,O3,,,,,,,,,,,,,
2018-10-23,CO,,,,,,,,,,,,,
2018-10-23,PM10,,,,,,,,,,,,,
2018-10-23,PM25,,,,,,,,,,,,,
2018-10-23,SO2,,,,,,,,,,,,,
2018-10-23,NO2,,,,,,,,,,,,,
2018-10-24,O3,,,,,,,,,,,,,
2018-10-24,CO,,,,,,,,,,,,,
2018-10-24,PM10,,,,,,,,,,,,,
2018-10-24,PM25,,,,,,,,,,,,,
2018-10-24,SO2,,,,,,,,,,,,,
2018-10-24,NO2,,,,,,,,,,,,,
2018-10-25,O3,,,,,,,,,,,,,
2018-10-25,CO,,,,,,,,,,,,,
2018-10-25,PM10,,,,,,,,,,,,,
2018-10-25,PM25,,,,,,,,,,,,,
2018-10-25,SO2,,,,,,,,,,,,,
2018-10-25,NO2,,,,,,,,,,,,,
2018-10-26,O3,,,,,,,,,,,,,
2018-10-26,CO,,,,,,,,,,,,,
2018-10-26,PM10,,,,,,,,,,,,,
2018-10-26,PM25,,,,,,,,,,,,,
2018-10-26,SO2,,,,,,,,,,,,,
2018-10-26,NO2,,,,,,,,,,,,,
2018-10-27,O3,,,,,,,,,,,,,
2018-10-27,CO,,,,,,,,,,,,,
2018-10-27,PM10,,,,,,,,,,,,,
2018-10-27,PM25,,,,,,,,,,,,,
2018-10-27,SO2,,,,,,,,,,,,,
2018-10-27,NO2,,,,,,,,,,,,,
2018-10-28,O3,,,,,,,,,,,,,
2018-10-28,CO,,,,,,,,,,,,,
2018-10-28,PM10,,,,,,,,,,,,,
2018-10-28,PM25,,,,,,,,,,,,,
2018-10-28,SO2,,,,,,,,,,,,,
2018-10-28,NO2,,,,,,,,,,,,,
2018-10-29,O3,,,,,,,,,,,,,
2018-10-29,CO,,,,,,,,,,,,,
2018-10-29,PM10,,,,,,,,,,,,,
2018-10-29,PM25,,,,,,,,,,,,,
2018-10-29,SO2,,,,,,,,,,,,,
2018-10-29,NO2,,,,,,,,,,,,,
2018-10-30,O3,,,,,,,,,,,,,
2018-10-30,CO,,,,,,,,,,,,,
2018-10-30,PM10,,,,,,,,,,,,,
2018-10-30,PM25,,,,,,,,,,,,,
2018-10-30,SO2,,,,,,,,,,,,,
2018-10-30,NO2,,,,,,,,,,,,,
2018-10-31,O3,,,,,,,,,,,,,
2018-10-31,CO,,,,,,,,,,,,,
2018-10-31,PM10,,,,,,,,,,,,,
2018-10-31,PM25,,,,,,,,,,,,,
2018-10-31,SO2,,,,,,,,,,,,,
2018-10-31,NO2,,,,,,,,,,,,,
2018-11-01,O3,,,,,,,,,,,,,
2018-11-01,CO,,,,,,,,,,,,,
2018-11-01,PM10,,,,,,,,,,,,,
2018-11-01,PM25,,,,,,,,,,,,,
2018-11-01,SO2,,,,,,,,,,,,,
2018-11-01,NO2,,,,,,,,,,,,,
2018-11-02,O3,,,,,,,,,,,,,
2018-11-02,CO,,,,,,,,,,,,,
2018-11-02,PM10,,,,,,,,,,,,,
2018-11-02,PM25,,,,,,,,,,,,,
2018-11-02,SO2,,,,,,,,,,,,,
2018-11-02,NO2,,,,,,,,,,,,,
2018-11-03,O3,,,,,,,,,,,,,
2018-11-03,CO,,,,,,,,,,,,,
2018-11-03,PM10,,,,,,,,,,,,,
2018-11-03,PM25,,,,,,,,,,,,,
2018-11-03,SO2,,,,,,,,,,,,,
2018-11-03,NO2,,,,,,,,,,,,,
2018-11-04,O3,,,,,,,,,,,,,
2018-11-04,CO,,,,,,,,,,,,,
2018-11-04,PM10,,,,,,,,,,,,,
2018-11-04,PM25,,,,,,,,,,,,,
2018-11-04,SO2,,,,,,,,,,,,,
2018-11-04,NO2,,,,,,,,,,,,,
2018-11-05,O3,,,,,,,,,,,,,
2018-11-05,CO,,,,,,,,,,,,,
2018-11-05,PM10,,,,,,,,,,,,,
2018-11-05,PM25,,,,,,,,,,,,,
2018-11-05,SO2,,,,,,,,,,,,,
2018-11-05,NO2,,,,,,,,,,,,,
2018-11-06,O3,,,,,,,,,,,,,
2018-11-06,CO,,,,,,,,,,,,,
2018-11-06,PM10,,,,,,,,,,,,,
2018-11-06,PM25,,,,,,,,,,,,,
2018-11-06,SO2,,,,,,,,,,,,,
2018-11-06,NO2,,,,,,,,,,,,,
2018-11-07,O3,,,, 20,, 17,,,,,,,
2018-11-07,CO, 3, 1, 1, 23, 2, 29, 2,, 9, 2, 1, 1, 2
2018-11-07,PM10, 102, 66, 88, 68, 83, 64, 47, 200, 44, 45, 74, 64, 65
2018-11-07,PM25,,,,,,,,,,,,,
2018-11-07,SO2,,,, 11,, 5,,, 22,,,,
2018-11-07,NO2,,,, 12,, 9,,,,,,,
2018-11-08,O3,,,, 20,, 7,,,,,,,
2018-11-08,CO, 3, 1, 1, 19, 2, 29, 2,, 9, 1, 1, 1, 2
2018-11-08,PM10, 65, 70, 76, 61, 68, 56, 23, 99, 48, 46, 51, 72, 79
2018-11-08,PM25, 25, 27, 25, 121, 45, 121, 21, 41, 89, 22, 21, 21, 32
2018-11-08,SO2,,,, 7,, 5,,, 16,,,,
2018-11-08,NO2,,,, 7,, 7,,,,,,,
2018-11-09,O3,,,, 20,, 3,,,,,,,
2018-11-09,CO, 2, 1,, 17, 2, 29, 2,, 8, 1,, 1, 1
2018-11-09,PM10, 19, 23, 23, 29, 28, 26, 11, 22, 15, 25, 98, 27, 28
2018-11-09,PM25, 26, 36, 29, 103, 29, 85, 27, 37, 64, 30, 30, 28, 33
2018-11-09,SO2,,,, 5,, 5,,, 12,,,,
2018-11-09,NO2,,,, 5,, 7,,,,,,,
2018-11-10,O3,,,, 20,, 7,,,,,,,
2018-11-10,CO, 2, 1, 1, 18, 2, 28,,, 10, 1, 1, 1, 1
2018-11-10,PM10, 18, 10, 23, 25, 23, 21,, 25, 21, 22,, 17, 25
2018-11-10,PM25, 8, 13, 12, 60, 16, 50, 4, 8, 40, 11, 10, 8, 15
2018-11-10,SO2,,,, 5,, 5,,, 12,,,,
2018-11-10,NO2,,,, 5,, 6,,,,,,,
2018-11-11,O3,,,, 20,,,,,,,,,
2018-11-11,CO, 3, 1, 1, 19, 2, 28,,, 11, 1, 1, 1, 2
2018-11-11,PM10, 35, 26, 52, 23, 44, 37,, 30, 20, 32,, 62, 80
2018-11-11,PM25, 11, 8, 5, 32, 7, 31,, 8, 37, 10, 13, 6, 15
2018-11-11,SO2,,,, 6,, 5,,, 13,,,,
2018-11-11,NO2,,,, 6,, 7,,,,,,,
2018-11-12,O3,,,, 20,,,,,,,,,
2018-11-12,CO, 2, 1, 1, 18, 2, 29,,, 9, 1, 1, 1, 2
