date, pm25, pm10, o3, no2, so2, co
2017/11/5, 34, 137, , , , 
2017/11/6, 26, 110, , , , 
2017/11/7, 27, 99, , , , 1
2017/11/8, 23, 117, , , , 1
2017/11/9, 15, 69, , , , 
2017/11/10, 11, 56, , , , 1
2017/11/11, 16, 50, , , , 1
2017/11/12, 15, 64, , , , 1
2017/11/13, 16, 73, , , , 
2017/11/14, 16, 61, , , , 
2017/11/15, 16, 46, , , , 1
2017/11/16, 27, 125, , , , 1
2017/11/17, 23, 78, , , , 1
2017/11/18, 22, 110, , , , 1
2017/11/19, 22, 140, , , , 1
2017/11/20, 13, 40, , , , 1
2017/11/21, 19, 39, , , , 1
2017/11/22, 35, 96, , , , 2
2017/11/23, 10, 57, , , , 1
2017/11/24, 16, 109, , , , 1
2017/11/25, 20, 143, , , , 2
2017/11/26, 17, 123, , , , 2
2017/11/27, 10, 58, , , , 1
2017/11/28, 18, 68, , , , 1
2017/11/29, 25, 155, , , , 2
2017/11/30, 18, 115, , , , 1
2017/12/1, 16, 89, , , , 1
2017/12/2, 17, 57, , , , 1
2017/12/6, 52, 76, , , , 1
2017/12/7, 20, 60, , , , 1
2017/12/8, 8, 23, , , , 1
2017/12/9, 29, 34, , , , 1
2017/12/10, 27, 45, , , , 1
2017/12/11, 51, 47, , , , 2
2017/12/12, 79, 115, , , , 2
2017/12/13, 16, 111, , , , 2
2017/12/14, 21, 135, , , , 2
2017/12/15, 22, 151, , , , 3
2017/12/16, 27, 72, , , , 2
2017/7/19, 11, 64, , , , 1
2017/7/20, 18, 43, , , , 1
2017/7/21, 10, 58, , , , 1
2017/7/22, 12, 62, , , , 1
2017/7/23, 11, 62, , , , 1
2017/7/24, 12, 66, , , , 1
2017/7/25, 15, 95, , , , 1
2017/7/26, 12, 75, , , , 1
2017/7/27, 10, 50, , , , 1
2017/7/28, 11, 50, , , , 1
2017/7/29, 11, 67, , , , 1
2017/7/30, 10, 71, , , , 1
2017/7/31, 9, 57, , , , 1
2017/8/1, 11, 60, , , , 1
2017/8/2, 9, 48, , , , 1
2017/8/3, 10, 54, , , , 1
2017/8/4, 12, 54, , , , 
2017/8/5, 13, 72, , , , 
2017/8/6, 14, 76, , , , 
2017/8/7, 12, 76, , , , 
2017/8/8, 14, 48, , , , 
2017/8/9, 7, 59, , , , 
2017/8/10, 10, 74, , , , 
2017/8/11, 7, 40, , , , 
2017/8/12, 10, 47, , , , 
2017/8/13, 10, 45, , , , 
2017/8/14, 13, 54, , , , 
2017/8/15, 16, 80, , , , 
2017/8/16, 16, 92, , , , 
2017/8/17, 15, 71, , , , 
2017/8/18, 14, 64, , , , 
2017/8/19, 14, 58, , , , 
2017/8/21, 10, 36, , , , 
2017/8/22, 10, 40, , , , 
2017/8/23, 9, 34, , , , 
2017/8/24, 9, 46, , , , 
2017/8/25, 11, 58, , , , 
2017/8/26, 9, 46, , , , 
2017/8/27, 9, 45, , , , 
2017/8/28, 7, 32, , , , 
2017/8/29, 9, 26, , , , 
2017/8/30, 13, 85, , , , 
2017/8/31, 14, 68, , , , 
2017/9/1, 12, 54, , , , 
2017/9/2, 11, 61, , , , 
2017/9/3, 8, 37, , , , 
2017/9/4, 7, 24, , , , 
2017/9/5, 7, 31, , , , 
